î[ïiî‘çÜ,å_ñÒî‘çÜ,î[ïiì˙,ã@äÌå^î‘
DLV-00138653,CTR-41639-R4-00335,2014-01-31,MCN000015
DLV-00138654,CTR-41639-R4-01148,2014-01-31,MCN000010
DLV-00138655,CTR-41639-R8-00608,2014-01-31,MCN000019
DLV-00138656,CTR-41670-A1-00003,2014-02-28,MCN000009
DLV-00138657,CTR-41670-A10-00281,2014-02-28,MCN000001
DLV-00138658,CTR-41670-A10-00281,2014-02-28,MCN000014
DLV-00138659,CTR-41670-A10-00561,2014-02-28,MCN000014
DLV-00138660,CTR-41670-A10-00561,2014-02-28,MCN000001
DLV-00138661,CTR-41670-A1-00060,2014-02-28,MCN000014
DLV-00138662,CTR-41670-A1-00061,2014-02-28,MCN000001
DLV-00138663,CTR-41670-A1-00061,2014-02-28,MCN000014
DLV-00138664,CTR-41670-A1-00067,2014-02-28,MCN000001
DLV-00138665,CTR-41670-A1-00067,2014-02-28,MCN000009
DLV-00138666,CTR-41670-A10-00875,2014-02-28,MCN000001
DLV-00138667,CTR-41670-A10-00891,2014-02-28,MCN000009
DLV-00138668,CTR-41670-A10-00919,2014-02-28,MCN000001
DLV-00138669,CTR-41670-A10-00919,2014-02-28,MCN000014
DLV-00138670,CTR-41670-A10-00919,2014-02-28,MCN000014
DLV-00138671,CTR-41670-A10-01080,2014-02-28,MCN000014
DLV-00138672,CTR-41670-A10-01080,2014-02-28,MCN000009
DLV-00138673,CTR-41670-A10-01080,2014-02-28,MCN000014
DLV-00138674,CTR-41670-A10-01080,2014-02-28,MCN000009
DLV-00138675,CTR-41670-A10-01080,2014-02-28,MCN000014
DLV-00138676,CTR-41670-A10-01080,2014-02-28,MCN000009
DLV-00138677,CTR-41670-A10-01080,2014-02-28,MCN000009
DLV-00138678,CTR-41670-A10-01080,2014-02-28,MCN000014
DLV-00138679,CTR-41670-A10-01080,2014-02-28,MCN000001
DLV-00138680,CTR-41670-A1-00181,2014-02-28,MCN000014
DLV-00138681,CTR-41670-A1-00207,2014-02-28,MCN000001
DLV-00138682,CTR-41670-A1-00281,2014-02-28,MCN000001
DLV-00138683,CTR-41670-A1-00281,2014-02-28,MCN000009
DLV-00138684,CTR-41670-A1-00283,2014-02-28,MCN000014
DLV-00138685,CTR-41670-A1-00283,2014-02-28,MCN000014
DLV-00138686,CTR-41670-A1-00356,2014-02-28,MCN000009
DLV-00138687,CTR-41670-A1-00356,2014-02-28,MCN000014
DLV-00138688,CTR-41670-A1-00356,2014-02-28,MCN000001
DLV-00138689,CTR-41670-A1-00356,2014-02-28,MCN000009
DLV-00138690,CTR-41670-A1-00356,2014-02-28,MCN000014
DLV-00138691,CTR-41670-A1-00356,2014-02-28,MCN000014
DLV-00138692,CTR-41670-A1-00356,2014-02-28,MCN000014
DLV-00138693,CTR-41670-A1-00397,2014-02-28,MCN000009
DLV-00138694,CTR-41670-A1-00397,2014-02-28,MCN000014
DLV-00138695,CTR-41670-A1-00400,2014-02-28,MCN000001
DLV-00138696,CTR-41670-A1-00400,2014-02-28,MCN000014
DLV-00138697,CTR-41670-A1-00400,2014-02-28,MCN000014
DLV-00138698,CTR-41670-A1-00400,2014-02-28,MCN000009
DLV-00138699,CTR-41670-A1-00400,2014-02-28,MCN000009
DLV-00138700,CTR-41670-A1-00400,2014-02-28,MCN000001
DLV-00138701,CTR-41670-A1-00400,2014-02-28,MCN000009
DLV-00138702,CTR-41670-A1-00437,2014-02-28,MCN000009
DLV-00138703,CTR-41670-A1-00437,2014-02-28,MCN000009
DLV-00138704,CTR-41670-A1-00437,2014-02-28,MCN000014
DLV-00138705,CTR-41670-A1-00452,2014-02-28,MCN000014
DLV-00138706,CTR-41670-A1-00452,2014-02-28,MCN000014
DLV-00138707,CTR-41670-A1-00452,2014-02-28,MCN000014
DLV-00138708,CTR-41670-A1-00452,2014-02-28,MCN000009
DLV-00138709,CTR-41670-A1-00452,2014-02-28,MCN000009
DLV-00138710,CTR-41670-A1-00452,2014-02-28,MCN000009
DLV-00138711,CTR-41670-A1-00490,2014-02-28,MCN000014
DLV-00138712,CTR-41670-A1-00490,2014-02-28,MCN000014
DLV-00138713,CTR-41670-A1-00490,2014-02-28,MCN000001
DLV-00138714,CTR-41670-A1-00531,2014-02-28,MCN000001
DLV-00138715,CTR-41670-A1-00552,2014-02-28,MCN000014
DLV-00138716,CTR-41670-A1-00566,2014-02-28,MCN000009
DLV-00138717,CTR-41670-A1-00566,2014-02-28,MCN000009
DLV-00138718,CTR-41670-A1-00566,2014-02-28,MCN000001
DLV-00138719,CTR-41670-A1-00566,2014-02-28,MCN000009
DLV-00138720,CTR-41670-A1-00566,2014-02-28,MCN000009
DLV-00138721,CTR-41670-A1-00568,2014-02-28,MCN000014
DLV-00138722,CTR-41670-A1-00578,2014-02-28,MCN000009
DLV-00138723,CTR-41670-A1-00636,2014-02-28,MCN000001
DLV-00138724,CTR-41670-A1-00636,2014-02-28,MCN000009
DLV-00138725,CTR-41670-A1-00641,2014-02-28,MCN000001
DLV-00138726,CTR-41670-A1-00646,2014-02-28,MCN000009
DLV-00138727,CTR-41670-A1-00684,2014-02-28,MCN000014
DLV-00138728,CTR-41670-A1-00684,2014-02-28,MCN000001
DLV-00138729,CTR-41670-A1-00684,2014-02-28,MCN000001
DLV-00138730,CTR-41670-A1-00797,2014-02-28,MCN000009
DLV-00138731,CTR-41670-A1-00805,2014-02-28,MCN000001
DLV-00138732,CTR-41670-A1-00805,2014-02-28,MCN000014
DLV-00138733,CTR-41670-A1-00826,2014-02-28,MCN000009
DLV-00138734,CTR-41670-A1-00826,2014-02-28,MCN000001
DLV-00138735,CTR-41670-A1-00826,2014-02-28,MCN000014
DLV-00138736,CTR-41670-A1-00826,2014-02-28,MCN000001
DLV-00138737,CTR-41670-A1-00843,2014-02-28,MCN000009
DLV-00138738,CTR-41670-A1-00868,2014-02-28,MCN000009
DLV-00138739,CTR-41670-A1-00871,2014-02-28,MCN000009
DLV-00138740,CTR-41670-A1-00871,2014-02-28,MCN000001
DLV-00138741,CTR-41670-A1-00888,2014-02-28,MCN000009
DLV-00138742,CTR-41670-A1-00888,2014-02-28,MCN000001
DLV-00138743,CTR-41670-A1-00888,2014-02-28,MCN000009
DLV-00138744,CTR-41670-A1-00888,2014-02-28,MCN000009
DLV-00138745,CTR-41670-A1-00888,2014-02-28,MCN000001
DLV-00138746,CTR-41670-A1-00888,2014-02-28,MCN000014
DLV-00138747,CTR-41670-A1-00888,2014-02-28,MCN000009
DLV-00138748,CTR-41670-A1-00888,2014-02-28,MCN000001
DLV-00138749,CTR-41670-A1-00903,2014-02-28,MCN000014
DLV-00138750,CTR-41670-A1-00907,2014-02-28,MCN000001
DLV-00138751,CTR-41670-A1-00907,2014-02-28,MCN000014
DLV-00138752,CTR-41670-A1-00907,2014-02-28,MCN000009
DLV-00138753,CTR-41670-A1-00907,2014-02-28,MCN000009
DLV-00138754,CTR-41670-A1-00930,2014-02-28,MCN000014
DLV-00138755,CTR-41670-A1-00930,2014-02-28,MCN000009
DLV-00138756,CTR-41670-A1-00930,2014-02-28,MCN000014
DLV-00138757,CTR-41670-A1-00940,2014-02-28,MCN000009
DLV-00138758,CTR-41670-A1-00940,2014-02-28,MCN000014
DLV-00138759,CTR-41670-A1-00940,2014-02-28,MCN000009
DLV-00138760,CTR-41670-A1-00955,2014-02-28,MCN000014
DLV-00138761,CTR-41670-A1-00955,2014-02-28,MCN000001
DLV-00138762,CTR-41670-A1-00955,2014-02-28,MCN000014
DLV-00138763,CTR-41670-A1-00955,2014-02-28,MCN000009
DLV-00138764,CTR-41670-A1-00962,2014-02-28,MCN000009
DLV-00138765,CTR-41670-A1-01047,2014-02-28,MCN000014
DLV-00138766,CTR-41670-A1-01047,2014-02-28,MCN000009
DLV-00138767,CTR-41670-A1-01054,2014-02-28,MCN000009
DLV-00138768,CTR-41670-A1-01054,2014-02-28,MCN000014
DLV-00138769,CTR-41670-A1-01115,2014-02-28,MCN000009
DLV-00138770,CTR-41670-A1-01147,2014-02-28,MCN000009
DLV-00138771,CTR-41670-A1-01147,2014-02-28,MCN000001
DLV-00138772,CTR-41670-A1-01147,2014-02-28,MCN000014
DLV-00138773,CTR-41670-A11-00331,2014-02-28,MCN000014
DLV-00138774,CTR-41670-A11-00331,2014-02-28,MCN000014
DLV-00138775,CTR-41670-A11-00499,2014-02-28,MCN000001
DLV-00138776,CTR-41670-A11-00549,2014-02-28,MCN000001
DLV-00138777,CTR-41670-A11-00780,2014-02-28,MCN000014
DLV-00138778,CTR-41670-A11-00902,2014-02-28,MCN000014
DLV-00138779,CTR-41670-A11-01101,2014-02-28,MCN000001
DLV-00138780,CTR-41670-A12-00006,2014-02-28,MCN000009
DLV-00138781,CTR-41670-A12-00006,2014-02-28,MCN000014
DLV-00138782,CTR-41670-A12-00006,2014-02-28,MCN000001
DLV-00138783,CTR-41670-A12-00006,2014-02-28,MCN000001
DLV-00138784,CTR-41670-A12-00592,2014-02-28,MCN000001
DLV-00138785,CTR-41670-A12-00592,2014-02-28,MCN000014
DLV-00138786,CTR-41670-A12-00592,2014-02-28,MCN000009
DLV-00138787,CTR-41670-A12-00647,2014-02-28,MCN000009
DLV-00138788,CTR-41670-A12-00647,2014-02-28,MCN000009
DLV-00138789,CTR-41670-A12-00647,2014-02-28,MCN000009
DLV-00138790,CTR-41670-A12-00718,2014-02-28,MCN000009
DLV-00138791,CTR-41670-A12-00792,2014-02-28,MCN000001
DLV-00138792,CTR-41670-A12-00871,2014-02-28,MCN000009
DLV-00138793,CTR-41670-A12-00871,2014-02-28,MCN000009
DLV-00138794,CTR-41670-A12-00871,2014-02-28,MCN000009
DLV-00138795,CTR-41670-A12-00871,2014-02-28,MCN000014
DLV-00138796,CTR-41670-A12-00871,2014-02-28,MCN000014
DLV-00138797,CTR-41670-A12-00871,2014-02-28,MCN000001
DLV-00138798,CTR-41670-A12-01080,2014-02-28,MCN000014
DLV-00138799,CTR-41670-A13-01061,2014-02-28,MCN000001
DLV-00138800,CTR-41670-A14-00752,2014-02-28,MCN000001
DLV-00138801,CTR-41670-A14-00752,2014-02-28,MCN000009
DLV-00138802,CTR-41670-A14-00774,2014-02-28,MCN000014
DLV-00138803,CTR-41670-A14-01080,2014-02-28,MCN000014
DLV-00138804,CTR-41670-A14-01080,2014-02-28,MCN000001
DLV-00138805,CTR-41670-A14-01080,2014-02-28,MCN000009
DLV-00138806,CTR-41670-A14-01080,2014-02-28,MCN000014
DLV-00138807,CTR-41670-A14-01080,2014-02-28,MCN000009
DLV-00138808,CTR-41670-A14-01080,2014-02-28,MCN000001
DLV-00138809,CTR-41670-A14-01080,2014-02-28,MCN000014
DLV-00138810,CTR-41670-A14-01080,2014-02-28,MCN000001
DLV-00138811,CTR-41670-A14-01080,2014-02-28,MCN000001
DLV-00138812,CTR-41670-A15-00792,2014-02-28,MCN000001
DLV-00138813,CTR-41670-A15-00792,2014-02-28,MCN000001
DLV-00138814,CTR-41670-A16-00017,2014-02-28,MCN000009
DLV-00138815,CTR-41670-A16-00199,2014-02-28,MCN000014
DLV-00138816,CTR-41670-A16-00199,2014-02-28,MCN000009
DLV-00138817,CTR-41670-A16-00578,2014-02-28,MCN000014
DLV-00138818,CTR-41670-A16-00780,2014-02-28,MCN000009
DLV-00138819,CTR-41670-A16-00780,2014-02-28,MCN000001
DLV-00138820,CTR-41670-A2-00027,2014-02-28,MCN000009
DLV-00138821,CTR-41670-A2-00083,2014-02-28,MCN000014
DLV-00138822,CTR-41670-A2-00083,2014-02-28,MCN000009
DLV-00138823,CTR-41670-A2-00083,2014-02-28,MCN000001
DLV-00138824,CTR-41670-A2-00083,2014-02-28,MCN000009
DLV-00138825,CTR-41670-A2-00083,2014-02-28,MCN000014
DLV-00138826,CTR-41670-A2-00083,2014-02-28,MCN000014
DLV-00138827,CTR-41670-A2-00108,2014-02-28,MCN000009
DLV-00138828,CTR-41670-A2-00108,2014-02-28,MCN000009
DLV-00138829,CTR-41670-A2-00109,2014-02-28,MCN000001
DLV-00138830,CTR-41670-A2-00109,2014-02-28,MCN000014
DLV-00138831,CTR-41670-A2-00109,2014-02-28,MCN000014
DLV-00138832,CTR-41670-A2-00109,2014-02-28,MCN000001
DLV-00138833,CTR-41670-A2-00109,2014-02-28,MCN000001
DLV-00138834,CTR-41670-A2-00109,2014-02-28,MCN000014
DLV-00138835,CTR-41670-A2-00109,2014-02-28,MCN000009
DLV-00138836,CTR-41670-A2-00109,2014-02-28,MCN000009
DLV-00138837,CTR-41670-A2-00162,2014-02-28,MCN000001
DLV-00138838,CTR-41670-A2-00181,2014-02-28,MCN000001
DLV-00138839,CTR-41670-A2-00181,2014-02-28,MCN000009
DLV-00138840,CTR-41670-A2-00235,2014-02-28,MCN000014
DLV-00138841,CTR-41670-A2-00235,2014-02-28,MCN000014
DLV-00138842,CTR-41670-A2-00327,2014-02-28,MCN000001
DLV-00138843,CTR-41670-A2-00327,2014-02-28,MCN000001
DLV-00138844,CTR-41670-A2-00327,2014-02-28,MCN000014
DLV-00138845,CTR-41670-A2-00327,2014-02-28,MCN000009
DLV-00138846,CTR-41670-A2-00413,2014-02-28,MCN000001
DLV-00138847,CTR-41670-A2-00424,2014-02-28,MCN000009
DLV-00138848,CTR-41670-A2-00424,2014-02-28,MCN000001
DLV-00138849,CTR-41670-A2-00424,2014-02-28,MCN000009
DLV-00138850,CTR-41670-A2-00427,2014-02-28,MCN000009
DLV-00138851,CTR-41670-A2-00427,2014-02-28,MCN000009
DLV-00138852,CTR-41670-A2-00427,2014-02-28,MCN000001
DLV-00138853,CTR-41670-A2-00427,2014-02-28,MCN000009
DLV-00138854,CTR-41670-A2-00479,2014-02-28,MCN000014
DLV-00138855,CTR-41670-A2-00512,2014-02-28,MCN000014
DLV-00138856,CTR-41670-A2-00515,2014-02-28,MCN000014
DLV-00138857,CTR-41670-A2-00515,2014-02-28,MCN000014
DLV-00138858,CTR-41670-A2-00549,2014-02-28,MCN000014
DLV-00138859,CTR-41670-A2-00549,2014-02-28,MCN000001
DLV-00138860,CTR-41670-A2-00585,2014-02-28,MCN000001
DLV-00138861,CTR-41670-A2-00586,2014-02-28,MCN000001
DLV-00138862,CTR-41670-A2-00586,2014-02-28,MCN000014
DLV-00138863,CTR-41670-A2-00586,2014-02-28,MCN000001
DLV-00138864,CTR-41670-A2-00586,2014-02-28,MCN000014
DLV-00138865,CTR-41670-A2-00586,2014-02-28,MCN000001
DLV-00138866,CTR-41670-A2-00763,2014-02-28,MCN000014
DLV-00138867,CTR-41670-A2-00763,2014-02-28,MCN000001
DLV-00138868,CTR-41670-A2-00763,2014-02-28,MCN000014
DLV-00138869,CTR-41670-A2-00780,2014-02-28,MCN000009
DLV-00138870,CTR-41670-A2-00780,2014-02-28,MCN000001
DLV-00138871,CTR-41670-A2-00780,2014-02-28,MCN000009
DLV-00138872,CTR-41670-A2-00780,2014-02-28,MCN000014
DLV-00138873,CTR-41670-A2-00780,2014-02-28,MCN000001
DLV-00138874,CTR-41670-A2-00801,2014-02-28,MCN000001
DLV-00138875,CTR-41670-A2-00801,2014-02-28,MCN000014
DLV-00138876,CTR-41670-A2-00801,2014-02-28,MCN000014
DLV-00138877,CTR-41670-A2-00821,2014-02-28,MCN000001
DLV-00138878,CTR-41670-A2-00843,2014-02-28,MCN000014
DLV-00138879,CTR-41670-A2-00843,2014-02-28,MCN000001
DLV-00138880,CTR-41670-A2-00851,2014-02-28,MCN000001
DLV-00138881,CTR-41670-A2-00902,2014-02-28,MCN000001
DLV-00138882,CTR-41670-A2-00902,2014-02-28,MCN000001
DLV-00138883,CTR-41670-A2-00902,2014-02-28,MCN000001
DLV-00138884,CTR-41670-A2-00902,2014-02-28,MCN000014
DLV-00138885,CTR-41670-A2-00961,2014-02-28,MCN000009
DLV-00138886,CTR-41670-A2-00961,2014-02-28,MCN000014
DLV-00138887,CTR-41670-A2-00982,2014-02-28,MCN000001
DLV-00138888,CTR-41670-A2-01067,2014-02-28,MCN000001
DLV-00138889,CTR-41670-A21-01080,2014-02-28,MCN000014
DLV-00138890,CTR-41670-A3-00050,2014-02-28,MCN000009
DLV-00138891,CTR-41670-A3-00050,2014-02-28,MCN000014
DLV-00138892,CTR-41670-A3-00067,2014-02-28,MCN000014
DLV-00138893,CTR-41670-A3-00067,2014-02-28,MCN000009
DLV-00138894,CTR-41670-A3-00067,2014-02-28,MCN000009
DLV-00138895,CTR-41670-A3-00067,2014-02-28,MCN000014
DLV-00138896,CTR-41670-A3-00067,2014-02-28,MCN000001
DLV-00138897,CTR-41670-A3-00067,2014-02-28,MCN000014
DLV-00138898,CTR-41670-A3-00067,2014-02-28,MCN000009
DLV-00138899,CTR-41670-A3-00067,2014-02-28,MCN000009
DLV-00138900,CTR-41670-A3-00067,2014-02-28,MCN000001
DLV-00138901,CTR-41670-A3-00069,2014-02-28,MCN000014
DLV-00138902,CTR-41670-A3-00069,2014-02-28,MCN000014
DLV-00138903,CTR-41670-A3-00092,2014-02-28,MCN000001
DLV-00138904,CTR-41670-A3-00092,2014-02-28,MCN000009
DLV-00138905,CTR-41670-A3-00092,2014-02-28,MCN000009
DLV-00138906,CTR-41670-A3-00092,2014-02-28,MCN000001
DLV-00138907,CTR-41670-A3-00092,2014-02-28,MCN000014
DLV-00138908,CTR-41670-A3-00092,2014-02-28,MCN000009
DLV-00138909,CTR-41670-A3-00162,2014-02-28,MCN000009
DLV-00138910,CTR-41670-A3-00259,2014-02-28,MCN000014
DLV-00138911,CTR-41670-A3-00259,2014-02-28,MCN000009
DLV-00138912,CTR-41670-A3-00259,2014-02-28,MCN000014
DLV-00138913,CTR-41670-A3-00281,2014-02-28,MCN000001
DLV-00138914,CTR-41670-A3-00301,2014-02-28,MCN000001
DLV-00138915,CTR-41670-A3-00301,2014-02-28,MCN000001
DLV-00138916,CTR-41670-A3-00304,2014-02-28,MCN000009
DLV-00138917,CTR-41670-A3-00330,2014-02-28,MCN000009
DLV-00138918,CTR-41670-A3-00330,2014-02-28,MCN000014
DLV-00138919,CTR-41670-A3-00330,2014-02-28,MCN000001
DLV-00138920,CTR-41670-A3-00330,2014-02-28,MCN000001
DLV-00138921,CTR-41670-A3-00330,2014-02-28,MCN000009
DLV-00138922,CTR-41670-A3-00330,2014-02-28,MCN000014
DLV-00138923,CTR-41670-A3-00330,2014-02-28,MCN000009
DLV-00138924,CTR-41670-A3-00330,2014-02-28,MCN000009
DLV-00138925,CTR-41670-A3-00330,2014-02-28,MCN000009
DLV-00138926,CTR-41670-A3-00331,2014-02-28,MCN000009
DLV-00138927,CTR-41670-A3-00331,2014-02-28,MCN000001
DLV-00138928,CTR-41670-A3-00331,2014-02-28,MCN000009
DLV-00138929,CTR-41670-A3-00331,2014-02-28,MCN000001
DLV-00138930,CTR-41670-A3-00331,2014-02-28,MCN000009
DLV-00138931,CTR-41670-A3-00331,2014-02-28,MCN000009
DLV-00138932,CTR-41670-A3-00331,2014-02-28,MCN000009
DLV-00138933,CTR-41670-A3-00397,2014-02-28,MCN000009
DLV-00138934,CTR-41670-A3-00397,2014-02-28,MCN000009
DLV-00138935,CTR-41670-A3-00397,2014-02-28,MCN000014
DLV-00138936,CTR-41670-A3-00397,2014-02-28,MCN000014
DLV-00138937,CTR-41670-A3-00397,2014-02-28,MCN000014
DLV-00138938,CTR-41670-A3-00397,2014-02-28,MCN000014
DLV-00138939,CTR-41670-A3-00397,2014-02-28,MCN000014
DLV-00138940,CTR-41670-A3-00407,2014-02-28,MCN000001
DLV-00138941,CTR-41670-A3-00407,2014-02-28,MCN000001
DLV-00138942,CTR-41670-A3-00407,2014-02-28,MCN000009
DLV-00138943,CTR-41670-A3-00407,2014-02-28,MCN000014
DLV-00138944,CTR-41670-A3-00407,2014-02-28,MCN000014
DLV-00138945,CTR-41670-A3-00407,2014-02-28,MCN000014
DLV-00138946,CTR-41670-A3-00407,2014-02-28,MCN000001
DLV-00138947,CTR-41670-A3-00407,2014-02-28,MCN000009
DLV-00138948,CTR-41670-A3-00407,2014-02-28,MCN000001
DLV-00138949,CTR-41670-A3-00470,2014-02-28,MCN000001
DLV-00138950,CTR-41670-A3-00531,2014-02-28,MCN000014
DLV-00138951,CTR-41670-A3-00538,2014-02-28,MCN000001
DLV-00138952,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138953,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138954,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138955,CTR-41670-A3-00538,2014-02-28,MCN000009
DLV-00138956,CTR-41670-A3-00538,2014-02-28,MCN000001
DLV-00138957,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138958,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138959,CTR-41670-A3-00538,2014-02-28,MCN000014
DLV-00138960,CTR-41670-A3-00563,2014-02-28,MCN000001
DLV-00138961,CTR-41670-A3-00563,2014-02-28,MCN000009
DLV-00138962,CTR-41670-A3-00563,2014-02-28,MCN000009
DLV-00138963,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138964,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138965,CTR-41670-A3-00619,2014-02-28,MCN000014
DLV-00138966,CTR-41670-A3-00619,2014-02-28,MCN000014
DLV-00138967,CTR-41670-A3-00619,2014-02-28,MCN000009
DLV-00138968,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138969,CTR-41670-A3-00619,2014-02-28,MCN000009
DLV-00138970,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138971,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138972,CTR-41670-A3-00619,2014-02-28,MCN000001
DLV-00138973,CTR-41670-A3-00739,2014-02-28,MCN000009
DLV-00138974,CTR-41670-A3-00770,2014-02-28,MCN000001
DLV-00138975,CTR-41670-A3-00770,2014-02-28,MCN000014
DLV-00138976,CTR-41670-A3-00774,2014-02-28,MCN000014
DLV-00138977,CTR-41670-A3-00774,2014-02-28,MCN000014
DLV-00138978,CTR-41670-A3-00774,2014-02-28,MCN000009
DLV-00138979,CTR-41670-A3-00780,2014-02-28,MCN000001
DLV-00138980,CTR-41670-A3-00946,2014-02-28,MCN000009
DLV-00138981,CTR-41670-A3-00986,2014-02-28,MCN000009
DLV-00138982,CTR-41670-A3-00986,2014-02-28,MCN000001
DLV-00138983,CTR-41670-A3-00986,2014-02-28,MCN000001
DLV-00138984,CTR-41670-A3-00986,2014-02-28,MCN000009
DLV-00138985,CTR-41670-A3-01015,2014-02-28,MCN000001
DLV-00138986,CTR-41670-A3-01015,2014-02-28,MCN000001
DLV-00138987,CTR-41670-A3-01015,2014-02-28,MCN000014
DLV-00138988,CTR-41670-A4-00067,2014-02-28,MCN000001
DLV-00138989,CTR-41670-A4-00109,2014-02-28,MCN000001
DLV-00138990,CTR-41670-A4-00191,2014-02-28,MCN000014
DLV-00138991,CTR-41670-A4-00191,2014-02-28,MCN000014
DLV-00138992,CTR-41670-A4-00191,2014-02-28,MCN000014
DLV-00138993,CTR-41670-A4-00191,2014-02-28,MCN000014
DLV-00138994,CTR-41670-A4-00191,2014-02-28,MCN000014
DLV-00138995,CTR-41670-A4-00212,2014-02-28,MCN000009
DLV-00138996,CTR-41670-A4-00212,2014-02-28,MCN000009
DLV-00138997,CTR-41670-A4-00212,2014-02-28,MCN000009
DLV-00138998,CTR-41670-A4-00212,2014-02-28,MCN000014
DLV-00138999,CTR-41670-A4-00253,2014-02-28,MCN000014
DLV-00139000,CTR-41670-A4-00259,2014-02-28,MCN000001
DLV-00139001,CTR-41670-A4-00259,2014-02-28,MCN000001
DLV-00139002,CTR-41670-A4-00259,2014-02-28,MCN000001
DLV-00139003,CTR-41670-A4-00259,2014-02-28,MCN000014
DLV-00139004,CTR-41670-A4-00259,2014-02-28,MCN000014
DLV-00139005,CTR-41670-A4-00262,2014-02-28,MCN000014
DLV-00139006,CTR-41670-A4-00262,2014-02-28,MCN000014
DLV-00139007,CTR-41670-A4-00262,2014-02-28,MCN000009
DLV-00139008,CTR-41670-A4-00279,2014-02-28,MCN000014
DLV-00139009,CTR-41670-A4-00279,2014-02-28,MCN000009
DLV-00139010,CTR-41670-A4-00279,2014-02-28,MCN000009
DLV-00139011,CTR-41670-A4-00279,2014-02-28,MCN000014
DLV-00139012,CTR-41670-A4-00356,2014-02-28,MCN000014
DLV-00139013,CTR-41670-A4-00417,2014-02-28,MCN000014
DLV-00139014,CTR-41670-A4-00431,2014-02-28,MCN000001
DLV-00139015,CTR-41670-A4-00437,2014-02-28,MCN000009
DLV-00139016,CTR-41670-A4-00437,2014-02-28,MCN000014
DLV-00139017,CTR-41670-A4-00437,2014-02-28,MCN000001
DLV-00139018,CTR-41670-A4-00437,2014-02-28,MCN000009
DLV-00139019,CTR-41670-A4-00469,2014-02-28,MCN000014
DLV-00139020,CTR-41670-A4-00469,2014-02-28,MCN000014
DLV-00139021,CTR-41670-A4-00469,2014-02-28,MCN000001
DLV-00139022,CTR-41670-A4-00469,2014-02-28,MCN000014
DLV-00139023,CTR-41670-A4-00469,2014-02-28,MCN000001
DLV-00139024,CTR-41670-A4-00469,2014-02-28,MCN000014
DLV-00139025,CTR-41670-A4-00469,2014-02-28,MCN000014
DLV-00139026,CTR-41670-A4-00528,2014-02-28,MCN000014
DLV-00139027,CTR-41670-A4-00763,2014-02-28,MCN000014
DLV-00139028,CTR-41670-A4-00774,2014-02-28,MCN000001
DLV-00139029,CTR-41670-A4-00774,2014-02-28,MCN000009
DLV-00139030,CTR-41670-A4-00774,2014-02-28,MCN000014
DLV-00139031,CTR-41670-A4-00774,2014-02-28,MCN000009
DLV-00139032,CTR-41670-A4-00774,2014-02-28,MCN000001
DLV-00139033,CTR-41670-A4-00775,2014-02-28,MCN000014
DLV-00139034,CTR-41670-A4-00810,2014-02-28,MCN000001
DLV-00139035,CTR-41670-A4-00810,2014-02-28,MCN000014
DLV-00139036,CTR-41670-A4-00810,2014-02-28,MCN000014
DLV-00139037,CTR-41670-A4-00810,2014-02-28,MCN000001
DLV-00139038,CTR-41670-A4-00810,2014-02-28,MCN000014
DLV-00139039,CTR-41670-A4-00821,2014-02-28,MCN000009
DLV-00139040,CTR-41670-A4-00821,2014-02-28,MCN000001
DLV-00139041,CTR-41670-A4-00821,2014-02-28,MCN000001
DLV-00139042,CTR-41670-A4-00821,2014-02-28,MCN000014
DLV-00139043,CTR-41670-A4-00821,2014-02-28,MCN000001
DLV-00139044,CTR-41670-A4-00844,2014-02-28,MCN000014
DLV-00139045,CTR-41670-A4-00844,2014-02-28,MCN000009
DLV-00139046,CTR-41670-A4-00844,2014-02-28,MCN000014
DLV-00139047,CTR-41670-A4-00844,2014-02-28,MCN000014
DLV-00139048,CTR-41670-A4-00844,2014-02-28,MCN000014
DLV-00139049,CTR-41670-A4-00875,2014-02-28,MCN000001
DLV-00139050,CTR-41670-A4-00875,2014-02-28,MCN000009
DLV-00139051,CTR-41670-A4-00875,2014-02-28,MCN000009
DLV-00139052,CTR-41670-A4-00875,2014-02-28,MCN000014
DLV-00139053,CTR-41670-A4-00875,2014-02-28,MCN000001
DLV-00139054,CTR-41670-A4-00935,2014-02-28,MCN000014
DLV-00139055,CTR-41670-A4-00941,2014-02-28,MCN000014
DLV-00139056,CTR-41670-A4-00941,2014-02-28,MCN000014
DLV-00139057,CTR-41670-A4-00946,2014-02-28,MCN000001
DLV-00139058,CTR-41670-A4-00970,2014-02-28,MCN000014
DLV-00139059,CTR-41670-A4-00970,2014-02-28,MCN000009
DLV-00139060,CTR-41670-A4-00970,2014-02-28,MCN000001
DLV-00139061,CTR-41670-A4-00970,2014-02-28,MCN000014
DLV-00139062,CTR-41670-A4-00988,2014-02-28,MCN000001
