契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-41729-A6-00774	CUS00774	2014-03-31	IVC-41729-A6-00774	1170000	60000
CTR-41729-A6-00780	CUS00780	2014-03-31	IVC-41729-A6-00780	1020000	50000
CTR-41729-A6-01013	CUS01013	2014-03-31	IVC-41729-A6-01013	2800000	140000
CTR-41729-A7-00010	CUS00010	2014-03-31	IVC-41729-A7-00010	1040000	50000
CTR-41729-A7-00020	CUS00020	2014-03-31	IVC-41729-A7-00020	490000	30000
CTR-41729-A7-00060	CUS00060	2014-03-31	IVC-41729-A7-00060	1040000	50000
CTR-41729-A7-00082	CUS00082	2014-03-31	IVC-41729-A7-00082	540000	30000
CTR-41729-A7-00199	CUS00199	2014-03-31	IVC-41729-A7-00199	490000	30000
CTR-41729-A7-00286	CUS00286	2014-03-31	IVC-41729-A7-00286	1170000	60000
CTR-41729-A7-00442	CUS00442	2014-03-31	IVC-41729-A7-00442	180000	10000
CTR-41729-A7-00455	CUS00455	2014-03-31	IVC-41729-A7-00455	490000	30000
CTR-41729-A7-00555	CUS00555	2014-03-31	IVC-41729-A7-00555	180000	10000
CTR-41729-A7-00586	CUS00586	2014-03-31	IVC-41729-A7-00586	490000	30000
CTR-41729-A7-00608	CUS00608	2014-03-31	IVC-41729-A7-00608	5120000	250000
CTR-41729-A7-00611	CUS00611	2014-03-31	IVC-41729-A7-00611	690000	40000
CTR-41729-A7-00627	CUS00627	2014-03-31	IVC-41729-A7-00627	1370000	70000
CTR-41729-A7-00682	CUS00682	2014-03-31	IVC-41729-A7-00682	2030000	100000
CTR-41729-A7-00700	CUS00700	2014-03-31	IVC-41729-A7-00700	3000000	150000
CTR-41729-A7-00705	CUS00705	2014-03-31	IVC-41729-A7-00705	840000	40000
CTR-41729-A7-00766	CUS00766	2014-03-31	IVC-41729-A7-00766	2210000	110000
CTR-41729-A7-00840	CUS00840	2014-03-31	IVC-41729-A7-00840	1350000	70000
CTR-41729-A7-00891	CUS00891	2014-03-31	IVC-41729-A7-00891	970000	50000
CTR-41729-A7-00962	CUS00962	2014-03-31	IVC-41729-A7-00962	2620000	130000
CTR-41729-A7-01002	CUS01002	2014-03-31	IVC-41729-A7-01002	1150000	60000
CTR-41729-A7-01062	CUS01062	2014-03-31	IVC-41729-A7-01062	2820000	140000
CTR-41729-A7-01085	CUS01085	2014-03-31	IVC-41729-A7-01085	2010000	100000
CTR-41729-A8-00122	CUS00122	2014-03-31	IVC-41729-A8-00122	490000	30000
CTR-41729-A8-00136	CUS00136	2014-03-31	IVC-41729-A8-00136	690000	40000
CTR-41729-A8-00255	CUS00255	2014-03-31	IVC-41729-A8-00255	2890000	140000
CTR-41729-A8-00331	CUS00331	2014-03-31	IVC-41729-A8-00331	2030000	100000
CTR-41729-A8-00372	CUS00372	2014-03-31	IVC-41729-A8-00372	690000	40000
CTR-41729-A8-00376	CUS00376	2014-03-31	IVC-41729-A8-00376	1550000	80000
CTR-41729-A8-00413	CUS00413	2014-03-31	IVC-41729-A8-00413	1370000	70000
CTR-41729-A8-00480	CUS00480	2014-03-31	IVC-41729-A8-00480	1550000	80000
CTR-41729-A8-00549	CUS00549	2014-03-31	IVC-41729-A8-00549	490000	30000
CTR-41729-A8-00552	CUS00552	2014-03-31	IVC-41729-A8-00552	670000	40000
CTR-41729-A8-00564	CUS00564	2014-03-31	IVC-41729-A8-00564	490000	30000
CTR-41729-A8-00626	CUS00626	2014-03-31	IVC-41729-A8-00626	1040000	50000
CTR-41729-A8-00657	CUS00657	2014-03-31	IVC-41729-A8-00657	870000	50000
CTR-41729-A8-00718	CUS00718	2014-03-31	IVC-41729-A8-00718	2540000	130000
CTR-41729-A8-00779	CUS00779	2014-03-31	IVC-41729-A8-00779	180000	10000
CTR-41729-A8-00840	CUS00840	2014-03-31	IVC-41729-A8-00840	180000	10000
CTR-41729-A8-00851	CUS00851	2014-03-31	IVC-41729-A8-00851	1170000	60000
CTR-41729-A8-00970	CUS00970	2014-03-31	IVC-41729-A8-00970	1170000	60000
CTR-41729-A8-01109	CUS01109	2014-03-31	IVC-41729-A8-01109	490000	30000
CTR-41729-A9-00060	CUS00060	2014-03-31	IVC-41729-A9-00060	870000	50000
CTR-41729-A9-00254	CUS00254	2014-03-31	IVC-41729-A9-00254	670000	40000
CTR-41729-A9-00331	CUS00331	2014-03-31	IVC-41729-A9-00331	4700000	230000
CTR-41729-A9-00357	CUS00357	2014-03-31	IVC-41729-A9-00357	1170000	60000
CTR-41729-A9-00630	CUS00630	2014-03-31	IVC-41729-A9-00630	1170000	60000
CTR-41729-A9-00735	CUS00735	2014-03-31	IVC-41729-A9-00735	1370000	70000
CTR-41729-A9-00737	CUS00737	2014-03-31	IVC-41729-A9-00737	1220000	60000
CTR-41729-A9-00744	CUS00744	2014-03-31	IVC-41729-A9-00744	1350000	70000
CTR-41729-A9-00766	CUS00766	2014-03-31	IVC-41729-A9-00766	3090000	150000
CTR-41729-A9-00850	CUS00850	2014-03-31	IVC-41729-A9-00850	2030000	100000
CTR-41729-A9-00884	CUS00884	2014-03-31	IVC-41729-A9-00884	490000	30000
CTR-41729-A9-00940	CUS00940	2014-03-31	IVC-41729-A9-00940	2870000	140000
CTR-41729-M1-00143	CUS00143	2014-03-31	IVC-41729-M1-00143	8130000	390000
CTR-41729-M1-00255	CUS00255	2014-03-31	IVC-41729-M1-00255	9310000	450000
CTR-41729-M1-00863	CUS00863	2014-03-31	IVC-41729-M1-00863	17930000	860000
CTR-41729-M1-00920	CUS00920	2014-03-31	IVC-41729-M1-00920	8130000	390000
CTR-41729-M1-01000	CUS01000	2014-03-31	IVC-41729-M1-01000	8130000	390000
CTR-41729-M1-01006	CUS01006	2014-03-31	IVC-41729-M1-01006	9310000	450000
CTR-41729-R1-00127	CUS00127	2014-03-31	IVC-41729-R1-00127	6510000	310000
CTR-41729-R1-00143	CUS00143	2014-03-31	IVC-41729-R1-00143	11490000	550000
CTR-41729-R1-00255	CUS00255	2014-03-31	IVC-41729-R1-00255	12650000	610000
CTR-41729-R1-00350	CUS00350	2014-03-31	IVC-41729-R1-00350	2940000	140000
CTR-41729-R1-00552	CUS00552	2014-03-31	IVC-41729-R1-00552	3420000	170000
CTR-41729-R1-00863	CUS00863	2014-03-31	IVC-41729-R1-00863	13980000	670000
CTR-41729-R1-00920	CUS00920	2014-03-31	IVC-41729-R1-00920	3030000	150000
CTR-41729-R1-01000	CUS01000	2014-03-31	IVC-41729-R1-01000	4190000	200000
CTR-41729-R1-01006	CUS01006	2014-03-31	IVC-41729-R1-01006	8260000	400000
CTR-41729-R11-00840	CUS00840	2014-03-31	IVC-41729-R11-00840	6700000	320000
CTR-41729-R2-00017	CUS00017	2014-03-31	IVC-41729-R2-00017	4040000	200000
CTR-41729-R2-00104	CUS00104	2014-03-31	IVC-41729-R2-00104	3030000	150000
CTR-41729-R2-00127	CUS00127	2014-03-31	IVC-41729-R2-00127	5800000	280000
CTR-41729-R2-00195	CUS00195	2014-03-31	IVC-41729-R2-00195	4080000	200000
CTR-41729-R2-00410	CUS00410	2014-03-31	IVC-41729-R2-00410	8260000	400000
CTR-41729-R2-00657	CUS00657	2014-03-31	IVC-41729-R2-00657	4290000	210000
CTR-41729-R2-00744	CUS00744	2014-03-31	IVC-41729-R2-00744	20840000	1000000
CTR-41729-R2-00774	CUS00774	2014-03-31	IVC-41729-R2-00774	8220000	400000
CTR-41729-R2-00868	CUS00868	2014-03-31	IVC-41729-R2-00868	4190000	200000
CTR-41729-R2-01067	CUS01067	2014-03-31	IVC-41729-R2-01067	6450000	310000
CTR-41729-R2-01073	CUS01073	2014-03-31	IVC-41729-R2-01073	6360000	310000
CTR-41729-R2-01101	CUS01101	2014-03-31	IVC-41729-R2-01101	4930000	240000
CTR-41729-R2-01125	CUS01125	2014-03-31	IVC-41729-R2-01125	3040000	150000
CTR-41729-R3-00118	CUS00118	2014-03-31	IVC-41729-R3-00118	3210000	160000
CTR-41729-R3-00256	CUS00256	2014-03-31	IVC-41729-R3-00256	2780000	140000
CTR-41729-R3-00575	CUS00575	2014-03-31	IVC-41729-R3-00575	3210000	160000
CTR-41729-R3-00578	CUS00578	2014-03-31	IVC-41729-R3-00578	10990000	530000
CTR-41729-R3-00874	CUS00874	2014-03-31	IVC-41729-R3-00874	8460000	410000
CTR-41729-R3-00970	CUS00970	2014-03-31	IVC-41729-R3-00970	11300000	540000
CTR-41729-R4-00033	CUS00033	2014-03-31	IVC-41729-R4-00033	6700000	320000
CTR-41729-R4-00538	CUS00538	2014-03-31	IVC-41729-R4-00538	3040000	150000
CTR-41729-R4-01062	CUS01062	2014-03-31	IVC-41729-R4-01062	4040000	200000
CTR-41729-R5-00356	CUS00356	2014-03-31	IVC-41729-R5-00356	6700000	320000
CTR-41729-R5-01065	CUS01065	2014-03-31	IVC-41729-R5-01065	3420000	170000
CTR-41729-R7-00301	CUS00301	2014-03-31	IVC-41729-R7-00301	3040000	150000
CTR-41729-R7-00608	CUS00608	2014-03-31	IVC-41729-R7-00608	3030000	150000
CTR-41759-A10-00013	CUS00013	2014-04-30	IVC-41759-A10-00013	690000	40000
CTR-41759-A10-00335	CUS00335	2014-04-30	IVC-41759-A10-00335	360000	20000
CTR-41759-A1-00038	CUS00038	2014-04-30	IVC-41759-A1-00038	1730000	90000
CTR-41759-A1-00042	CUS00042	2014-04-30	IVC-41759-A1-00042	1350000	70000
CTR-41759-A10-00482	CUS00482	2014-04-30	IVC-41759-A10-00482	180000	10000
CTR-41759-A1-00055	CUS00055	2014-04-30	IVC-41759-A1-00055	670000	40000
CTR-41759-A10-00592	CUS00592	2014-04-30	IVC-41759-A10-00592	2050000	100000
CTR-41759-A10-00610	CUS00610	2014-04-30	IVC-41759-A10-00610	1550000	80000
CTR-41759-A1-00082	CUS00082	2014-04-30	IVC-41759-A1-00082	4470000	220000
CTR-41759-A10-00871	CUS00871	2014-04-30	IVC-41759-A10-00871	2080000	100000
CTR-41759-A1-00104	CUS00104	2014-04-30	IVC-41759-A1-00104	670000	40000
CTR-41759-A1-00130	CUS00130	2014-04-30	IVC-41759-A1-00130	690000	40000
CTR-41759-A1-00154	CUS00154	2014-04-30	IVC-41759-A1-00154	1170000	60000
CTR-41759-A1-00253	CUS00253	2014-04-30	IVC-41759-A1-00253	1350000	70000
CTR-41759-A1-00256	CUS00256	2014-04-30	IVC-41759-A1-00256	1850000	90000
CTR-41759-A1-00312	CUS00312	2014-04-30	IVC-41759-A1-00312	1810000	90000
CTR-41759-A1-00331	CUS00331	2014-04-30	IVC-41759-A1-00331	840000	40000
CTR-41759-A1-00357	CUS00357	2014-04-30	IVC-41759-A1-00357	1730000	90000
CTR-41759-A1-00407	CUS00407	2014-04-30	IVC-41759-A1-00407	1170000	60000
CTR-41759-A1-00427	CUS00427	2014-04-30	IVC-41759-A1-00427	1020000	50000
CTR-41759-A1-00549	CUS00549	2014-04-30	IVC-41759-A1-00549	180000	10000
CTR-41759-A1-00563	CUS00563	2014-04-30	IVC-41759-A1-00563	2780000	140000
CTR-41759-A1-00576	CUS00576	2014-04-30	IVC-41759-A1-00576	3780000	180000
CTR-41759-A1-00647	CUS00647	2014-04-30	IVC-41759-A1-00647	1730000	90000
CTR-41759-A1-00681	CUS00681	2014-04-30	IVC-41759-A1-00681	840000	40000
CTR-41759-A1-00821	CUS00821	2014-04-30	IVC-41759-A1-00821	690000	40000
CTR-41759-A1-00822	CUS00822	2014-04-30	IVC-41759-A1-00822	1170000	60000
CTR-41759-A1-00842	CUS00842	2014-04-30	IVC-41759-A1-00842	870000	50000
CTR-41759-A1-00878	CUS00878	2014-04-30	IVC-41759-A1-00878	360000	20000
CTR-41759-A1-00919	CUS00919	2014-04-30	IVC-41759-A1-00919	2470000	120000
CTR-41759-A1-00935	CUS00935	2014-04-30	IVC-41759-A1-00935	840000	40000
CTR-41759-A1-01001	CUS01001	2014-04-30	IVC-41759-A1-01001	2870000	140000
CTR-41759-A1-01015	CUS01015	2014-04-30	IVC-41759-A1-01015	2690000	130000
CTR-41759-A1-01118	CUS01118	2014-04-30	IVC-41759-A1-01118	180000	10000
CTR-41759-A1-01145	CUS01145	2014-04-30	IVC-41759-A1-01145	690000	40000
CTR-41759-A11-00286	CUS00286	2014-04-30	IVC-41759-A11-00286	1370000	70000
CTR-41759-A11-00705	CUS00705	2014-04-30	IVC-41759-A11-00705	4360000	210000
CTR-41759-A12-00442	CUS00442	2014-04-30	IVC-41759-A12-00442	690000	40000
CTR-41759-A13-00006	CUS00006	2014-04-30	IVC-41759-A13-00006	970000	50000
CTR-41759-A14-00902	CUS00902	2014-04-30	IVC-41759-A14-00902	180000	10000
CTR-41759-A15-00562	CUS00562	2014-04-30	IVC-41759-A15-00562	490000	30000
CTR-41759-A15-01080	CUS01080	2014-04-30	IVC-41759-A15-01080	670000	40000
CTR-41759-A16-00339	CUS00339	2014-04-30	IVC-41759-A16-00339	2140000	110000
CTR-41759-A2-00050	CUS00050	2014-04-30	IVC-41759-A2-00050	2710000	130000
CTR-41759-A2-00061	CUS00061	2014-04-30	IVC-41759-A2-00061	1330000	70000
CTR-41759-A2-00067	CUS00067	2014-04-30	IVC-41759-A2-00067	690000	40000
CTR-41759-A2-00092	CUS00092	2014-04-30	IVC-41759-A2-00092	490000	30000
CTR-41759-A2-00103	CUS00103	2014-04-30	IVC-41759-A2-00103	690000	40000
CTR-41759-A2-00104	CUS00104	2014-04-30	IVC-41759-A2-00104	490000	30000
CTR-41759-A2-00143	CUS00143	2014-04-30	IVC-41759-A2-00143	1170000	60000
CTR-41759-A2-00199	CUS00199	2014-04-30	IVC-41759-A2-00199	870000	50000
CTR-41759-A2-00312	CUS00312	2014-04-30	IVC-41759-A2-00312	670000	40000
CTR-41759-A2-00346	CUS00346	2014-04-30	IVC-41759-A2-00346	1170000	60000
CTR-41759-A2-00555	CUS00555	2014-04-30	IVC-41759-A2-00555	690000	40000
CTR-41759-A2-00617	CUS00617	2014-04-30	IVC-41759-A2-00617	6570000	320000
CTR-41759-A2-00647	CUS00647	2014-04-30	IVC-41759-A2-00647	490000	30000
CTR-41759-A2-00681	CUS00681	2014-04-30	IVC-41759-A2-00681	690000	40000
CTR-41759-A2-00733	CUS00733	2014-04-30	IVC-41759-A2-00733	1170000	60000
CTR-41759-A2-00739	CUS00739	2014-04-30	IVC-41759-A2-00739	490000	30000
CTR-41759-A2-00850	CUS00850	2014-04-30	IVC-41759-A2-00850	1220000	60000
CTR-41759-A2-00853	CUS00853	2014-04-30	IVC-41759-A2-00853	1170000	60000
CTR-41759-A2-00880	CUS00880	2014-04-30	IVC-41759-A2-00880	670000	40000
CTR-41759-A2-00955	CUS00955	2014-04-30	IVC-41759-A2-00955	1150000	60000
CTR-41759-A2-00970	CUS00970	2014-04-30	IVC-41759-A2-00970	1530000	80000
CTR-41759-A2-00989	CUS00989	2014-04-30	IVC-41759-A2-00989	3600000	180000
CTR-41759-A2-01054	CUS01054	2014-04-30	IVC-41759-A2-01054	1730000	90000
CTR-41759-A2-01085	CUS01085	2014-04-30	IVC-41759-A2-01085	2890000	140000
CTR-41759-A2-01145	CUS01145	2014-04-30	IVC-41759-A2-01145	180000	10000
CTR-41759-A22-01080	CUS01080	2014-04-30	IVC-41759-A22-01080	490000	30000
CTR-41759-A3-00063	CUS00063	2014-04-30	IVC-41759-A3-00063	690000	40000
CTR-41759-A3-00109	CUS00109	2014-04-30	IVC-41759-A3-00109	2570000	130000
CTR-41759-A3-00122	CUS00122	2014-04-30	IVC-41759-A3-00122	690000	40000
CTR-41759-A3-00154	CUS00154	2014-04-30	IVC-41759-A3-00154	970000	50000
CTR-41759-A3-00159	CUS00159	2014-04-30	IVC-41759-A3-00159	1170000	60000
CTR-41759-A3-00169	CUS00169	2014-04-30	IVC-41759-A3-00169	840000	40000
CTR-41759-A3-00212	CUS00212	2014-04-30	IVC-41759-A3-00212	540000	30000
CTR-41759-A3-00262	CUS00262	2014-04-30	IVC-41759-A3-00262	1170000	60000
CTR-41759-A3-00312	CUS00312	2014-04-30	IVC-41759-A3-00312	180000	10000
CTR-41759-A3-00537	CUS00537	2014-04-30	IVC-41759-A3-00537	2800000	140000
CTR-41759-A3-00564	CUS00564	2014-04-30	IVC-41759-A3-00564	180000	10000
CTR-41759-A3-00626	CUS00626	2014-04-30	IVC-41759-A3-00626	490000	30000
CTR-41759-A3-00744	CUS00744	2014-04-30	IVC-41759-A3-00744	1650000	80000
CTR-41759-A3-00815	CUS00815	2014-04-30	IVC-41759-A3-00815	690000	40000
CTR-41759-A3-00871	CUS00871	2014-04-30	IVC-41759-A3-00871	1370000	70000
CTR-41759-A3-00902	CUS00902	2014-04-30	IVC-41759-A3-00902	690000	40000
CTR-41759-A3-00981	CUS00981	2014-04-30	IVC-41759-A3-00981	2710000	130000
CTR-41759-A3-01043	CUS01043	2014-04-30	IVC-41759-A3-01043	180000	10000
CTR-41759-A3-01091	CUS01091	2014-04-30	IVC-41759-A3-01091	3400000	170000
CTR-41759-A3-01106	CUS01106	2014-04-30	IVC-41759-A3-01106	3400000	170000
CTR-41759-A3-01108	CUS01108	2014-04-30	IVC-41759-A3-01108	1170000	60000
CTR-41759-A4-00003	CUS00003	2014-04-30	IVC-41759-A4-00003	490000	30000
CTR-41759-A4-00152	CUS00152	2014-04-30	IVC-41759-A4-00152	2010000	100000
CTR-41759-A4-00154	CUS00154	2014-04-30	IVC-41759-A4-00154	670000	40000
CTR-41759-A4-00238	CUS00238	2014-04-30	IVC-41759-A4-00238	1350000	70000
CTR-41759-A4-00281	CUS00281	2014-04-30	IVC-41759-A4-00281	690000	40000
CTR-41759-A4-00331	CUS00331	2014-04-30	IVC-41759-A4-00331	4280000	210000
CTR-41759-A4-00381	CUS00381	2014-04-30	IVC-41759-A4-00381	690000	40000
CTR-41759-A4-00384	CUS00384	2014-04-30	IVC-41759-A4-00384	870000	50000
CTR-41759-A4-00489	CUS00489	2014-04-30	IVC-41759-A4-00489	180000	10000
CTR-41759-A4-00490	CUS00490	2014-04-30	IVC-41759-A4-00490	670000	40000
CTR-41759-A4-00555	CUS00555	2014-04-30	IVC-41759-A4-00555	870000	50000
CTR-41759-A4-00664	CUS00664	2014-04-30	IVC-41759-A4-00664	840000	40000
CTR-41759-A4-00677	CUS00677	2014-04-30	IVC-41759-A4-00677	490000	30000
CTR-41759-A4-00770	CUS00770	2014-04-30	IVC-41759-A4-00770	180000	10000
CTR-41759-A4-00772	CUS00772	2014-04-30	IVC-41759-A4-00772	1350000	70000
CTR-41759-A5-00020	CUS00020	2014-04-30	IVC-41759-A5-00020	490000	30000
CTR-41759-A5-00130	CUS00130	2014-04-30	IVC-41759-A5-00130	490000	30000
CTR-41759-A5-00131	CUS00131	2014-04-30	IVC-41759-A5-00131	1020000	50000
CTR-41759-A5-00148	CUS00148	2014-04-30	IVC-41759-A5-00148	970000	50000
CTR-41759-A5-00197	CUS00197	2014-04-30	IVC-41759-A5-00197	490000	30000
CTR-41759-A5-00342	CUS00342	2014-04-30	IVC-41759-A5-00342	1150000	60000
CTR-41759-A5-00384	CUS00384	2014-04-30	IVC-41759-A5-00384	690000	40000
CTR-41759-A5-00481	CUS00481	2014-04-30	IVC-41759-A5-00481	870000	50000
CTR-41759-A5-00496	CUS00496	2014-04-30	IVC-41759-A5-00496	180000	10000
CTR-41759-A5-00578	CUS00578	2014-04-30	IVC-41759-A5-00578	690000	40000
CTR-41759-A5-00586	CUS00586	2014-04-30	IVC-41759-A5-00586	490000	30000
CTR-41759-A5-00610	CUS00610	2014-04-30	IVC-41759-A5-00610	3070000	150000
CTR-41759-A5-00611	CUS00611	2014-04-30	IVC-41759-A5-00611	1370000	70000
CTR-41759-A5-00617	CUS00617	2014-04-30	IVC-41759-A5-00617	690000	40000
CTR-41759-A5-00681	CUS00681	2014-04-30	IVC-41759-A5-00681	180000	10000
CTR-41759-A5-00774	CUS00774	2014-04-30	IVC-41759-A5-00774	180000	10000
CTR-41759-A5-00989	CUS00989	2014-04-30	IVC-41759-A5-00989	720000	40000
CTR-41759-A5-01065	CUS01065	2014-04-30	IVC-41759-A5-01065	1370000	70000
CTR-41759-A6-00063	CUS00063	2014-04-30	IVC-41759-A6-00063	3070000	150000
CTR-41759-A6-00137	CUS00137	2014-04-30	IVC-41759-A6-00137	360000	20000
CTR-41759-A6-00152	CUS00152	2014-04-30	IVC-41759-A6-00152	4270000	210000
CTR-41759-A6-00154	CUS00154	2014-04-30	IVC-41759-A6-00154	2030000	100000
CTR-41759-A6-00358	CUS00358	2014-04-30	IVC-41759-A6-00358	490000	30000
CTR-41759-A6-00400	CUS00400	2014-04-30	IVC-41759-A6-00400	1170000	60000
CTR-41759-A6-00499	CUS00499	2014-04-30	IVC-41759-A6-00499	870000	50000
CTR-41759-A6-00547	CUS00547	2014-04-30	IVC-41759-A6-00547	2140000	110000
CTR-41759-A6-00548	CUS00548	2014-04-30	IVC-41759-A6-00548	1850000	90000
CTR-41759-A6-00551	CUS00551	2014-04-30	IVC-41759-A6-00551	2390000	120000
CTR-41759-A6-00610	CUS00610	2014-04-30	IVC-41759-A6-00610	870000	50000
CTR-41759-A6-00647	CUS00647	2014-04-30	IVC-41759-A6-00647	180000	10000
CTR-41759-A6-00664	CUS00664	2014-04-30	IVC-41759-A6-00664	490000	30000
CTR-41759-A6-00755	CUS00755	2014-04-30	IVC-41759-A6-00755	490000	30000
CTR-41759-A6-00775	CUS00775	2014-04-30	IVC-41759-A6-00775	670000	40000
CTR-41759-A6-00792	CUS00792	2014-04-30	IVC-41759-A6-00792	360000	20000
CTR-41759-A6-00903	CUS00903	2014-04-30	IVC-41759-A6-00903	1020000	50000
CTR-41759-A6-01053	CUS01053	2014-04-30	IVC-41759-A6-01053	1170000	60000
CTR-41759-A6-01066	CUS01066	2014-04-30	IVC-41759-A6-01066	970000	50000
CTR-41759-A6-01101	CUS01101	2014-04-30	IVC-41759-A6-01101	690000	40000
CTR-41759-A6-01109	CUS01109	2014-04-30	IVC-41759-A6-01109	1220000	60000
CTR-41759-A7-00152	CUS00152	2014-04-30	IVC-41759-A7-00152	490000	30000
CTR-41759-A7-00191	CUS00191	2014-04-30	IVC-41759-A7-00191	690000	40000
CTR-41759-A7-00375	CUS00375	2014-04-30	IVC-41759-A7-00375	970000	50000
CTR-41759-A7-00381	CUS00381	2014-04-30	IVC-41759-A7-00381	180000	10000
CTR-41759-A7-00538	CUS00538	2014-04-30	IVC-41759-A7-00538	490000	30000
CTR-41759-A7-00569	CUS00569	2014-04-30	IVC-41759-A7-00569	1350000	70000
CTR-41759-A7-00593	CUS00593	2014-04-30	IVC-41759-A7-00593	4260000	210000
CTR-41759-A7-00647	CUS00647	2014-04-30	IVC-41759-A7-00647	180000	10000
CTR-41759-A7-00664	CUS00664	2014-04-30	IVC-41759-A7-00664	840000	40000
CTR-41759-A7-00669	CUS00669	2014-04-30	IVC-41759-A7-00669	180000	10000
CTR-41759-A7-00718	CUS00718	2014-04-30	IVC-41759-A7-00718	490000	30000
CTR-41759-A7-00735	CUS00735	2014-04-30	IVC-41759-A7-00735	870000	50000
CTR-41759-A7-00739	CUS00739	2014-04-30	IVC-41759-A7-00739	1630000	80000
CTR-41759-A7-00851	CUS00851	2014-04-30	IVC-41759-A7-00851	490000	30000
CTR-41759-A7-00884	CUS00884	2014-04-30	IVC-41759-A7-00884	1170000	60000
CTR-41759-A7-00919	CUS00919	2014-04-30	IVC-41759-A7-00919	1940000	100000
CTR-41759-A8-00055	CUS00055	2014-04-30	IVC-41759-A8-00055	490000	30000
CTR-41759-A8-00225	CUS00225	2014-04-30	IVC-41759-A8-00225	690000	40000
CTR-41759-A8-00384	CUS00384	2014-04-30	IVC-41759-A8-00384	670000	40000
CTR-41759-A8-00417	CUS00417	2014-04-30	IVC-41759-A8-00417	8000000	390000
CTR-41759-A8-00442	CUS00442	2014-04-30	IVC-41759-A8-00442	1710000	90000
CTR-41759-A8-00512	CUS00512	2014-04-30	IVC-41759-A8-00512	690000	40000
CTR-41759-A8-00604	CUS00604	2014-04-30	IVC-41759-A8-00604	490000	30000
CTR-41759-A8-00611	CUS00611	2014-04-30	IVC-41759-A8-00611	1830000	90000
CTR-41759-A8-00669	CUS00669	2014-04-30	IVC-41759-A8-00669	1350000	70000
CTR-41759-A8-00705	CUS00705	2014-04-30	IVC-41759-A8-00705	1650000	80000
CTR-41759-A8-01073	CUS01073	2014-04-30	IVC-41759-A8-01073	970000	50000
CTR-41759-A9-00003	CUS00003	2014-04-30	IVC-41759-A9-00003	1170000	60000
CTR-41759-A9-00017	CUS00017	2014-04-30	IVC-41759-A9-00017	1370000	70000
CTR-41759-A9-00256	CUS00256	2014-04-30	IVC-41759-A9-00256	690000	40000
CTR-41759-A9-00281	CUS00281	2014-04-30	IVC-41759-A9-00281	690000	40000
CTR-41759-A9-00381	CUS00381	2014-04-30	IVC-41759-A9-00381	180000	10000
CTR-41759-A9-00576	CUS00576	2014-04-30	IVC-41759-A9-00576	1730000	90000
CTR-41759-A9-00585	CUS00585	2014-04-30	IVC-41759-A9-00585	2310000	110000
CTR-41759-A9-01067	CUS01067	2014-04-30	IVC-41759-A9-01067	180000	10000
CTR-41759-M1-00038	CUS00038	2014-04-30	IVC-41759-M1-00038	9310000	450000
CTR-41759-M1-00253	CUS00253	2014-04-30	IVC-41759-M1-00253	9310000	450000
CTR-41759-M1-00331	CUS00331	2014-04-30	IVC-41759-M1-00331	5750000	280000
CTR-41759-M1-00427	CUS00427	2014-04-30	IVC-41759-M1-00427	5750000	280000
CTR-41759-M1-00442	CUS00442	2014-04-30	IVC-41759-M1-00442	5750000	280000
CTR-41759-M1-00490	CUS00490	2014-04-30	IVC-41759-M1-00490	5750000	280000
CTR-41759-M1-00549	CUS00549	2014-04-30	IVC-41759-M1-00549	9310000	450000
CTR-41759-M1-00564	CUS00564	2014-04-30	IVC-41759-M1-00564	9800000	470000
CTR-41759-M1-00576	CUS00576	2014-04-30	IVC-41759-M1-00576	9310000	450000
CTR-41759-M1-00705	CUS00705	2014-04-30	IVC-41759-M1-00705	8130000	390000
CTR-41759-M1-00821	CUS00821	2014-04-30	IVC-41759-M1-00821	9800000	470000
CTR-41759-M1-00822	CUS00822	2014-04-30	IVC-41759-M1-00822	8130000	390000
CTR-41759-M1-00842	CUS00842	2014-04-30	IVC-41759-M1-00842	5750000	280000
CTR-41759-M1-00874	CUS00874	2014-04-30	IVC-41759-M1-00874	9800000	470000
CTR-41759-M1-00878	CUS00878	2014-04-30	IVC-41759-M1-00878	8130000	390000
CTR-41759-M1-00908	CUS00908	2014-04-30	IVC-41759-M1-00908	9310000	450000
CTR-41759-M1-00919	CUS00919	2014-04-30	IVC-41759-M1-00919	8130000	390000
CTR-41759-M2-00054	CUS00054	2014-04-30	IVC-41759-M2-00054	8130000	390000
CTR-41759-M2-00547	CUS00547	2014-04-30	IVC-41759-M2-00547	9310000	450000
CTR-41759-R1-00191	CUS00191	2014-04-30	IVC-41759-R1-00191	19150000	920000
CTR-41759-R1-00225	CUS00225	2014-04-30	IVC-41759-R1-00225	3040000	150000
CTR-41759-R1-00253	CUS00253	2014-04-30	IVC-41759-R1-00253	2940000	140000
CTR-41759-R1-00312	CUS00312	2014-04-30	IVC-41759-R1-00312	3210000	160000
CTR-41759-R1-00331	CUS00331	2014-04-30	IVC-41759-R1-00331	7490000	360000
CTR-41759-R1-00417	CUS00417	2014-04-30	IVC-41759-R1-00417	2940000	140000
CTR-41759-R1-00427	CUS00427	2014-04-30	IVC-41759-R1-00427	5970000	290000
CTR-41759-R1-00442	CUS00442	2014-04-30	IVC-41759-R1-00442	3420000	170000
CTR-41759-R1-00469	CUS00469	2014-04-30	IVC-41759-R1-00469	4080000	200000
